region_bld,material,year,eol_treat,value
C-EEU-BGR,aluminum,2080,recycling,0.49994605791222546
C-EEU-BGR,aluminum,2080,reuse,0.5
C-EEU-BGR,aluminum,2085,downcycling,0
C-EEU-BGR,aluminum,2085,incineration,0
C-EEU-BGR,aluminum,2085,landfilling,5.3942087774565224e-5
C-EEU-BGR,aluminum,2085,recycling,0.49994605791222546
C-EEU-BGR,aluminum,2085,reuse,0.5
C-EEU-BGR,aluminum,2090,downcycling,0
C-EEU-BGR,aluminum,2090,incineration,0
C-EEU-BGR,aluminum,2090,landfilling,5.3942087774565224e-5
C-EEU-BGR,aluminum,2090,recycling,0.49994605791222546
C-EEU-BGR,aluminum,2090,reuse,0.5
C-EEU-BGR,aluminum,2095,downcycling,0
C-EEU-BGR,aluminum,2095,incineration,0
C-EEU-BGR,aluminum,2095,landfilling,5.3942087774565224e-5
C-EEU-BGR,aluminum,2095,recycling,0.49994605791222546
C-EEU-BGR,aluminum,2095,reuse,0.5
C-EEU-BGR,aluminum,2100,downcycling,0
C-EEU-BGR,aluminum,2100,incineration,0
C-EEU-BGR,aluminum,2100,landfilling,5.3942087774565224e-5
C-EEU-BGR,aluminum,2100,recycling,0.49994605791222546
C-EEU-BGR,aluminum,2100,reuse,0.5
C-EEU-BGR,brick,2015,downcycling,0
C-EEU-BGR,brick,2015,incineration,0
C-EEU-BGR,brick,2015,landfilling,0.1215172227442166
C-EEU-BGR,brick,2015,recycling,0.8784827772557834
C-EEU-BGR,brick,2015,reuse,0
C-EEU-BGR,brick,2020,downcycling,0
C-EEU-BGR,brick,2020,incineration,0
C-EEU-BGR,brick,2020,landfilling,0.1215172227442166
C-EEU-BGR,brick,2020,recycling,0.8784827772557834
C-EEU-BGR,brick,2020,reuse,0
C-EEU-BGR,brick,2025,downcycling,0
C-EEU-BGR,brick,2025,incineration,0
C-EEU-BGR,brick,2025,landfilling,0.1215172227442166
C-EEU-BGR,brick,2025,recycling,0.8784827772557834
C-EEU-BGR,brick,2025,reuse,0
C-EEU-BGR,brick,2030,downcycling,0
C-EEU-BGR,brick,2030,incineration,0
C-EEU-BGR,brick,2030,landfilling,0.09721377819537327
C-EEU-BGR,brick,2030,recycling,0.7847862218046266
C-EEU-BGR,brick,2030,reuse,0.118
C-EEU-BGR,brick,2035,downcycling,0
C-EEU-BGR,brick,2035,incineration,0
C-EEU-BGR,brick,2035,landfilling,0.07291033364652996
C-EEU-BGR,brick,2035,recycling,0.69108966635347
C-EEU-BGR,brick,2035,reuse,0.236
C-EEU-BGR,brick,2040,downcycling,0
C-EEU-BGR,brick,2040,incineration,0
C-EEU-BGR,brick,2040,landfilling,0.04860688909768664
C-EEU-BGR,brick,2040,recycling,0.5973931109023134
C-EEU-BGR,brick,2040,reuse,0.354
C-EEU-BGR,brick,2045,downcycling,0
C-EEU-BGR,brick,2045,incineration,0
C-EEU-BGR,brick,2045,landfilling,0.02430344454884331
C-EEU-BGR,brick,2045,recycling,0.5036965554511567
C-EEU-BGR,brick,2045,reuse,0.472
C-EEU-BGR,brick,2050,downcycling,0
C-EEU-BGR,brick,2050,incineration,0
C-EEU-BGR,brick,2050,landfilling,0
C-EEU-BGR,brick,2050,recycling,0.41
C-EEU-BGR,brick,2050,reuse,0.59
C-EEU-BGR,brick,2055,downcycling,0
C-EEU-BGR,brick,2055,incineration,0
C-EEU-BGR,brick,2055,landfilling,0
C-EEU-BGR,brick,2055,recycling,0.41
C-EEU-BGR,brick,2055,reuse,0.59
C-EEU-BGR,brick,2060,downcycling,0
C-EEU-BGR,brick,2060,incineration,0
C-EEU-BGR,brick,2060,landfilling,0
C-EEU-BGR,brick,2060,recycling,0.41
C-EEU-BGR,brick,2060,reuse,0.59
C-EEU-BGR,brick,2065,downcycling,0
C-EEU-BGR,brick,2065,incineration,0
C-EEU-BGR,brick,2065,landfilling,0
C-EEU-BGR,brick,2065,recycling,0.41
C-EEU-BGR,brick,2065,reuse,0.59
C-EEU-BGR,brick,2070,downcycling,0
C-EEU-BGR,brick,2070,incineration,0
C-EEU-BGR,brick,2070,landfilling,0
C-EEU-BGR,brick,2070,recycling,0.41
C-EEU-BGR,brick,2070,reuse,0.59
C-EEU-BGR,brick,2075,downcycling,0
C-EEU-BGR,brick,2075,incineration,0
C-EEU-BGR,brick,2075,landfilling,0
C-EEU-BGR,brick,2075,recycling,0.41
C-EEU-BGR,brick,2075,reuse,0.59
C-EEU-BGR,brick,2080,downcycling,0
C-EEU-BGR,brick,2080,incineration,0
C-EEU-BGR,brick,2080,landfilling,0
C-EEU-BGR,brick,2080,recycling,0.41
C-EEU-BGR,brick,2080,reuse,0.59
C-EEU-BGR,brick,2085,downcycling,0
C-EEU-BGR,brick,2085,incineration,0
C-EEU-BGR,brick,2085,landfilling,0
C-EEU-BGR,brick,2085,recycling,0.41
C-EEU-BGR,brick,2085,reuse,0.59
C-EEU-BGR,brick,2090,downcycling,0
C-EEU-BGR,brick,2090,incineration,0
C-EEU-BGR,brick,2090,landfilling,0
C-EEU-BGR,brick,2090,recycling,0.41
C-EEU-BGR,brick,2090,reuse,0.59
C-EEU-BGR,brick,2095,downcycling,0
C-EEU-BGR,brick,2095,incineration,0
C-EEU-BGR,brick,2095,landfilling,0
C-EEU-BGR,brick,2095,recycling,0.41
C-EEU-BGR,brick,2095,reuse,0.59
C-EEU-BGR,brick,2100,downcycling,0
C-EEU-BGR,brick,2100,incineration,0
C-EEU-BGR,brick,2100,landfilling,0
C-EEU-BGR,brick,2100,recycling,0.41
C-EEU-BGR,brick,2100,reuse,0.59
C-EEU-BGR,concrete,2015,downcycling,0
C-EEU-BGR,concrete,2015,incineration,0
C-EEU-BGR,concrete,2015,landfilling,0.1215172227442166
C-EEU-BGR,concrete,2015,recycling,0.8784827772557834
C-EEU-BGR,concrete,2015,reuse,0
C-EEU-BGR,concrete,2020,downcycling,0
C-EEU-BGR,concrete,2020,incineration,0
C-EEU-BGR,concrete,2020,landfilling,0.1215172227442166
C-EEU-BGR,concrete,2020,recycling,0.8784827772557834
C-EEU-BGR,concrete,2020,reuse,0
C-EEU-BGR,concrete,2025,downcycling,0
C-EEU-BGR,concrete,2025,incineration,0
C-EEU-BGR,concrete,2025,landfilling,0.1215172227442166
C-EEU-BGR,concrete,2025,recycling,0.8784827772557834
C-EEU-BGR,concrete,2025,reuse,0
C-EEU-BGR,concrete,2030,downcycling,0
C-EEU-BGR,concrete,2030,incineration,0
C-EEU-BGR,concrete,2030,landfilling,0.09721377819537327
C-EEU-BGR,concrete,2030,recycling,0.8767862218046267
C-EEU-BGR,concrete,2030,reuse,0.026000000000000002
C-EEU-BGR,concrete,2035,downcycling,0
C-EEU-BGR,concrete,2035,incineration,0
C-EEU-BGR,concrete,2035,landfilling,0.07291033364652996
C-EEU-BGR,concrete,2035,recycling,0.8750896663534701
C-EEU-BGR,concrete,2035,reuse,0.052000000000000005
C-EEU-BGR,concrete,2040,downcycling,0
C-EEU-BGR,concrete,2040,incineration,0
C-EEU-BGR,concrete,2040,landfilling,0.04860688909768664
C-EEU-BGR,concrete,2040,recycling,0.8733931109023133
C-EEU-BGR,concrete,2040,reuse,0.078
C-EEU-BGR,concrete,2045,downcycling,0
C-EEU-BGR,concrete,2045,incineration,0
C-EEU-BGR,concrete,2045,landfilling,0.02430344454884331
C-EEU-BGR,concrete,2045,recycling,0.8716965554511567
C-EEU-BGR,concrete,2045,reuse,0.10400000000000001
C-EEU-BGR,concrete,2050,downcycling,0
C-EEU-BGR,concrete,2050,incineration,0
C-EEU-BGR,concrete,2050,landfilling,0
C-EEU-BGR,concrete,2050,recycling,0.87
C-EEU-BGR,concrete,2050,reuse,0.13
C-EEU-BGR,concrete,2055,downcycling,0
C-EEU-BGR,concrete,2055,incineration,0
C-EEU-BGR,concrete,2055,landfilling,0
C-EEU-BGR,concrete,2055,recycling,0.87
C-EEU-BGR,concrete,2055,reuse,0.13
C-EEU-BGR,concrete,2060,downcycling,0
C-EEU-BGR,concrete,2060,incineration,0
C-EEU-BGR,concrete,2060,landfilling,0
C-EEU-BGR,concrete,2060,recycling,0.87
C-EEU-BGR,concrete,2060,reuse,0.13
C-EEU-BGR,concrete,2065,downcycling,0
C-EEU-BGR,concrete,2065,incineration,0
C-EEU-BGR,concrete,2065,landfilling,0
C-EEU-BGR,concrete,2065,recycling,0.87
C-EEU-BGR,concrete,2065,reuse,0.13
C-EEU-BGR,concrete,2070,downcycling,0
C-EEU-BGR,concrete,2070,incineration,0
C-EEU-BGR,concrete,2070,landfilling,0
C-EEU-BGR,concrete,2070,recycling,0.87
C-EEU-BGR,concrete,2070,reuse,0.13
C-EEU-BGR,concrete,2075,downcycling,0
C-EEU-BGR,concrete,2075,incineration,0
C-EEU-BGR,concrete,2075,landfilling,0
C-EEU-BGR,concrete,2075,recycling,0.87
C-EEU-BGR,concrete,2075,reuse,0.13
C-EEU-BGR,concrete,2080,downcycling,0
C-EEU-BGR,concrete,2080,incineration,0
C-EEU-BGR,concrete,2080,landfilling,0
C-EEU-BGR,concrete,2080,recycling,0.87
C-EEU-BGR,concrete,2080,reuse,0.13
C-EEU-BGR,concrete,2085,downcycling,0
C-EEU-BGR,concrete,2085,incineration,0
C-EEU-BGR,concrete,2085,landfilling,0
C-EEU-BGR,concrete,2085,recycling,0.87
C-EEU-BGR,concrete,2085,reuse,0.13
C-EEU-BGR,concrete,2090,downcycling,0
C-EEU-BGR,concrete,2090,incineration,0
C-EEU-BGR,concrete,2090,landfilling,0
C-EEU-BGR,concrete,2090,recycling,0.87
C-EEU-BGR,concrete,2090,reuse,0.13
C-EEU-BGR,concrete,2095,downcycling,0
C-EEU-BGR,concrete,2095,incineration,0
C-EEU-BGR,concrete,2095,landfilling,0
C-EEU-BGR,concrete,2095,recycling,0.87
C-EEU-BGR,concrete,2095,reuse,0.13
C-EEU-BGR,concrete,2100,downcycling,0
C-EEU-BGR,concrete,2100,incineration,0
C-EEU-BGR,concrete,2100,landfilling,0
C-EEU-BGR,concrete,2100,recycling,0.87
C-EEU-BGR,concrete,2100,reuse,0.13
C-EEU-BGR,copper,2015,downcycling,0
C-EEU-BGR,copper,2015,incineration,0
C-EEU-BGR,copper,2015,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2015,recycling,0.9999460579122256
C-EEU-BGR,copper,2015,reuse,0
C-EEU-BGR,copper,2020,downcycling,0
C-EEU-BGR,copper,2020,incineration,0
C-EEU-BGR,copper,2020,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2020,recycling,0.9999460579122256
C-EEU-BGR,copper,2020,reuse,0
C-EEU-BGR,copper,2025,downcycling,0
C-EEU-BGR,copper,2025,incineration,0
C-EEU-BGR,copper,2025,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2025,recycling,0.9999460579122256
C-EEU-BGR,copper,2025,reuse,0
C-EEU-BGR,copper,2030,downcycling,0
C-EEU-BGR,copper,2030,incineration,0
C-EEU-BGR,copper,2030,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2030,recycling,0.9999460579122256
C-EEU-BGR,copper,2030,reuse,0
C-EEU-BGR,copper,2035,downcycling,0
C-EEU-BGR,copper,2035,incineration,0
C-EEU-BGR,copper,2035,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2035,recycling,0.9999460579122256
C-EEU-BGR,copper,2035,reuse,0
C-EEU-BGR,copper,2040,downcycling,0
C-EEU-BGR,copper,2040,incineration,0
C-EEU-BGR,copper,2040,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2040,recycling,0.9999460579122255
C-EEU-BGR,copper,2040,reuse,0
C-EEU-BGR,copper,2045,downcycling,0
C-EEU-BGR,copper,2045,incineration,0
C-EEU-BGR,copper,2045,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2045,recycling,0.9999460579122255
C-EEU-BGR,copper,2045,reuse,0
C-EEU-BGR,copper,2050,downcycling,0
C-EEU-BGR,copper,2050,incineration,0
C-EEU-BGR,copper,2050,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2050,recycling,0.9999460579122255
C-EEU-BGR,copper,2050,reuse,0
C-EEU-BGR,copper,2055,downcycling,0
C-EEU-BGR,copper,2055,incineration,0
C-EEU-BGR,copper,2055,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2055,recycling,0.9999460579122255
C-EEU-BGR,copper,2055,reuse,0
C-EEU-BGR,copper,2060,downcycling,0
C-EEU-BGR,copper,2060,incineration,0
C-EEU-BGR,copper,2060,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2060,recycling,0.9999460579122255
C-EEU-BGR,copper,2060,reuse,0
C-EEU-BGR,copper,2065,downcycling,0
C-EEU-BGR,copper,2065,incineration,0
C-EEU-BGR,copper,2065,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2065,recycling,0.9999460579122255
C-EEU-BGR,copper,2065,reuse,0
C-EEU-BGR,copper,2070,downcycling,0
C-EEU-BGR,copper,2070,incineration,0
C-EEU-BGR,copper,2070,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2070,recycling,0.9999460579122255
C-EEU-BGR,copper,2070,reuse,0
C-EEU-BGR,copper,2075,downcycling,0
C-EEU-BGR,copper,2075,incineration,0
C-EEU-BGR,copper,2075,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2075,recycling,0.9999460579122255
C-EEU-BGR,copper,2075,reuse,0
C-EEU-BGR,copper,2080,downcycling,0
C-EEU-BGR,copper,2080,incineration,0
C-EEU-BGR,copper,2080,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2080,recycling,0.9999460579122255
C-EEU-BGR,copper,2080,reuse,0
C-EEU-BGR,copper,2085,downcycling,0
C-EEU-BGR,copper,2085,incineration,0
C-EEU-BGR,copper,2085,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2085,recycling,0.9999460579122255
C-EEU-BGR,copper,2085,reuse,0
C-EEU-BGR,copper,2090,downcycling,0
C-EEU-BGR,copper,2090,incineration,0
C-EEU-BGR,copper,2090,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2090,recycling,0.9999460579122255
C-EEU-BGR,copper,2090,reuse,0
C-EEU-BGR,copper,2095,downcycling,0
C-EEU-BGR,copper,2095,incineration,0
C-EEU-BGR,copper,2095,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2095,recycling,0.9999460579122255
C-EEU-BGR,copper,2095,reuse,0
C-EEU-BGR,copper,2100,downcycling,0
C-EEU-BGR,copper,2100,incineration,0
C-EEU-BGR,copper,2100,landfilling,5.3942087774565224e-5
C-EEU-BGR,copper,2100,recycling,0.9999460579122255
C-EEU-BGR,copper,2100,reuse,0
C-EEU-BGR,glass,2015,downcycling,0.24
C-EEU-BGR,glass,2015,incineration,0
C-EEU-BGR,glass,2015,landfilling,0.7
C-EEU-BGR,glass,2015,recycling,0.06
C-EEU-BGR,glass,2015,reuse,0
C-EEU-BGR,glass,2020,downcycling,0.24
C-EEU-BGR,glass,2020,incineration,0
C-EEU-BGR,glass,2020,landfilling,0.7
C-EEU-BGR,glass,2020,recycling,0.06
C-EEU-BGR,glass,2020,reuse,0
C-EEU-BGR,glass,2025,downcycling,0.24
C-EEU-BGR,glass,2025,incineration,0
C-EEU-BGR,glass,2025,landfilling,0.7
C-EEU-BGR,glass,2025,recycling,0.06
C-EEU-BGR,glass,2025,reuse,0
C-EEU-BGR,glass,2030,downcycling,0.192
C-EEU-BGR,glass,2030,incineration,0
C-EEU-BGR,glass,2030,landfilling,0.5599999999999999
C-EEU-BGR,glass,2030,recycling,0.208
C-EEU-BGR,glass,2030,reuse,0.04000000000000001
C-EEU-BGR,glass,2035,downcycling,0.144
C-EEU-BGR,glass,2035,incineration,0
C-EEU-BGR,glass,2035,landfilling,0.42
C-EEU-BGR,glass,2035,recycling,0.356
C-EEU-BGR,glass,2035,reuse,0.08000000000000002
C-EEU-BGR,glass,2040,downcycling,0.096
C-EEU-BGR,glass,2040,incineration,0
C-EEU-BGR,glass,2040,landfilling,0.27999999999999997
C-EEU-BGR,glass,2040,recycling,0.504
C-EEU-BGR,glass,2040,reuse,0.12
C-EEU-BGR,glass,2045,downcycling,0.04799999999999999
C-EEU-BGR,glass,2045,incineration,0
C-EEU-BGR,glass,2045,landfilling,0.14
C-EEU-BGR,glass,2045,recycling,0.6519999999999999
C-EEU-BGR,glass,2045,reuse,0.16000000000000003
C-EEU-BGR,glass,2050,downcycling,0
C-EEU-BGR,glass,2050,incineration,0
C-EEU-BGR,glass,2050,landfilling,0
C-EEU-BGR,glass,2050,recycling,0.8
C-EEU-BGR,glass,2050,reuse,0.2
C-EEU-BGR,glass,2055,downcycling,0
C-EEU-BGR,glass,2055,incineration,0
C-EEU-BGR,glass,2055,landfilling,0
C-EEU-BGR,glass,2055,recycling,0.8
C-EEU-BGR,glass,2055,reuse,0.2
C-EEU-BGR,glass,2060,downcycling,0
C-EEU-BGR,glass,2060,incineration,0
C-EEU-BGR,glass,2060,landfilling,0
C-EEU-BGR,glass,2060,recycling,0.8
C-EEU-BGR,glass,2060,reuse,0.2
C-EEU-BGR,glass,2065,downcycling,0
C-EEU-BGR,glass,2065,incineration,0
C-EEU-BGR,glass,2065,landfilling,0
C-EEU-BGR,glass,2065,recycling,0.8
C-EEU-BGR,glass,2065,reuse,0.2
C-EEU-BGR,glass,2070,downcycling,0
C-EEU-BGR,glass,2070,incineration,0
C-EEU-BGR,glass,2070,landfilling,0
C-EEU-BGR,glass,2070,recycling,0.8
C-EEU-BGR,glass,2070,reuse,0.2
C-EEU-BGR,glass,2075,downcycling,0
C-EEU-BGR,glass,2075,incineration,0
C-EEU-BGR,glass,2075,landfilling,0
C-EEU-BGR,glass,2075,recycling,0.8
C-EEU-BGR,glass,2075,reuse,0.2
C-EEU-BGR,glass,2080,downcycling,0
C-EEU-BGR,glass,2080,incineration,0
C-EEU-BGR,glass,2080,landfilling,0
C-EEU-BGR,glass,2080,recycling,0.8
C-EEU-BGR,glass,2080,reuse,0.2
C-EEU-BGR,glass,2085,downcycling,0
C-EEU-BGR,glass,2085,incineration,0
C-EEU-BGR,glass,2085,landfilling,0
C-EEU-BGR,glass,2085,recycling,0.8
C-EEU-BGR,glass,2085,reuse,0.2
C-EEU-BGR,glass,2090,downcycling,0
C-EEU-BGR,glass,2090,incineration,0
C-EEU-BGR,glass,2090,landfilling,0
C-EEU-BGR,glass,2090,recycling,0.8
C-EEU-BGR,glass,2090,reuse,0.2
C-EEU-BGR,glass,2095,downcycling,0
C-EEU-BGR,glass,2095,incineration,0
C-EEU-BGR,glass,2095,landfilling,0
C-EEU-BGR,glass,2095,recycling,0.8
C-EEU-BGR,glass,2095,reuse,0.2
C-EEU-BGR,glass,2100,downcycling,0
C-EEU-BGR,glass,2100,incineration,0
C-EEU-BGR,glass,2100,landfilling,0
C-EEU-BGR,glass,2100,recycling,0.8
C-EEU-BGR,glass,2100,reuse,0.2
C-EEU-BGR,steel,2015,downcycling,0
C-EEU-BGR,steel,2015,incineration,0
C-EEU-BGR,steel,2015,landfilling,0.00114069618597993
C-EEU-BGR,steel,2015,recycling,0.99885930381402
C-EEU-BGR,steel,2015,reuse,0
C-EEU-BGR,steel,2020,downcycling,0
C-EEU-BGR,steel,2020,incineration,0
C-EEU-BGR,steel,2020,landfilling,0.00114069618597993
C-EEU-BGR,steel,2020,recycling,0.99885930381402
C-EEU-BGR,steel,2020,reuse,0
C-EEU-BGR,steel,2025,downcycling,0
C-EEU-BGR,steel,2025,incineration,0
C-EEU-BGR,steel,2025,landfilling,0.00114069618597993
C-EEU-BGR,steel,2025,recycling,0.99885930381402
C-EEU-BGR,steel,2025,reuse,0
C-EEU-BGR,steel,2030,downcycling,0
C-EEU-BGR,steel,2030,incineration,0
C-EEU-BGR,steel,2030,landfilling,0.00114069618597993
C-EEU-BGR,steel,2030,recycling,0.94085930381402
C-EEU-BGR,steel,2030,reuse,0.057999999999999996
C-EEU-BGR,steel,2035,downcycling,0
C-EEU-BGR,steel,2035,incineration,0
C-EEU-BGR,steel,2035,landfilling,0.00114069618597993
C-EEU-BGR,steel,2035,recycling,0.88285930381402
C-EEU-BGR,steel,2035,reuse,0.11599999999999999
C-EEU-BGR,steel,2040,downcycling,0
C-EEU-BGR,steel,2040,incineration,0
C-EEU-BGR,steel,2040,landfilling,0.00114069618597993
C-EEU-BGR,steel,2040,recycling,0.8248593038140201
C-EEU-BGR,steel,2040,reuse,0.174
C-EEU-BGR,steel,2045,downcycling,0
C-EEU-BGR,steel,2045,incineration,0
C-EEU-BGR,steel,2045,landfilling,0.00114069618597993
C-EEU-BGR,steel,2045,recycling,0.76685930381402
C-EEU-BGR,steel,2045,reuse,0.23199999999999998
C-EEU-BGR,steel,2050,downcycling,0
C-EEU-BGR,steel,2050,incineration,0
C-EEU-BGR,steel,2050,landfilling,0.00114069618597993
C-EEU-BGR,steel,2050,recycling,0.7088593038140201
C-EEU-BGR,steel,2050,reuse,0.29
C-EEU-BGR,steel,2055,downcycling,0
C-EEU-BGR,steel,2055,incineration,0
C-EEU-BGR,steel,2055,landfilling,0.00114069618597993
C-EEU-BGR,steel,2055,recycling,0.7088593038140201
C-EEU-BGR,steel,2055,reuse,0.29
C-EEU-BGR,steel,2060,downcycling,0
C-EEU-BGR,steel,2060,incineration,0
C-EEU-BGR,steel,2060,landfilling,0.00114069618597993
C-EEU-BGR,steel,2060,recycling,0.7088593038140201
C-EEU-BGR,steel,2060,reuse,0.29
C-EEU-BGR,steel,2065,downcycling,0
C-EEU-BGR,steel,2065,incineration,0
C-EEU-BGR,steel,2065,landfilling,0.00114069618597993
C-EEU-BGR,steel,2065,recycling,0.7088593038140201
C-EEU-BGR,steel,2065,reuse,0.29
C-EEU-BGR,steel,2070,downcycling,0
C-EEU-BGR,steel,2070,incineration,0
C-EEU-BGR,steel,2070,landfilling,0.00114069618597993
C-EEU-BGR,steel,2070,recycling,0.7088593038140201
C-EEU-BGR,steel,2070,reuse,0.29
C-EEU-BGR,steel,2075,downcycling,0
C-EEU-BGR,steel,2075,incineration,0
C-EEU-BGR,steel,2075,landfilling,0.00114069618597993
C-EEU-BGR,steel,2075,recycling,0.7088593038140201
C-EEU-BGR,steel,2075,reuse,0.29
C-EEU-BGR,steel,2080,downcycling,0
C-EEU-BGR,steel,2080,incineration,0
C-EEU-BGR,steel,2080,landfilling,0.00114069618597993
C-EEU-BGR,steel,2080,recycling,0.7088593038140201
C-EEU-BGR,steel,2080,reuse,0.29
C-EEU-BGR,steel,2085,downcycling,0
C-EEU-BGR,steel,2085,incineration,0
C-EEU-BGR,steel,2085,landfilling,0.00114069618597993
C-EEU-BGR,steel,2085,recycling,0.7088593038140201
C-EEU-BGR,steel,2085,reuse,0.29
C-EEU-BGR,steel,2090,downcycling,0
C-EEU-BGR,steel,2090,incineration,0
C-EEU-BGR,steel,2090,landfilling,0.00114069618597993
C-EEU-BGR,steel,2090,recycling,0.7088593038140201
C-EEU-BGR,steel,2090,reuse,0.29
C-EEU-BGR,steel,2095,downcycling,0
C-EEU-BGR,steel,2095,incineration,0
C-EEU-BGR,steel,2095,landfilling,0.00114069618597993
C-EEU-BGR,steel,2095,recycling,0.7088593038140201
C-EEU-BGR,steel,2095,reuse,0.29
C-EEU-BGR,steel,2100,downcycling,0
C-EEU-BGR,steel,2100,incineration,0
C-EEU-BGR,steel,2100,landfilling,0.00114069618597993
C-EEU-BGR,steel,2100,recycling,0.7088593038140201
C-EEU-BGR,steel,2100,reuse,0.29
C-EEU-BGR,wood,2015,downcycling,0
C-EEU-BGR,wood,2015,incineration,0.64
C-EEU-BGR,wood,2015,landfilling,0.06
C-EEU-BGR,wood,2015,recycling,0.3
C-EEU-BGR,wood,2015,reuse,0
C-EEU-BGR,wood,2020,downcycling,0
C-EEU-BGR,wood,2020,incineration,0.64
C-EEU-BGR,wood,2020,landfilling,0.06
C-EEU-BGR,wood,2020,recycling,0.3
